job_id,model_id,dataset,split,record_id,phase,condition,physical_or_alias,json_valid,schema_valid,entity_exact_precision,entity_exact_recall,entity_exact_f1,entity_partial_precision,entity_partial_recall,entity_partial_f1,relation_exact_precision,relation_exact_recall,relation_exact_f1,predicted_entities,gold_entities,predicted_relations,gold_relations,unsupported_entities,hallucinated_entity_rate,truncated_at_limit,prompt_tokens,output_tokens,seconds_per_item_in_batch
026ebbd0bceb9d8443f7deb8,qwen3_8b,SciERC,test,A97-1020,ablation,A4,physical,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,15,0,0.0,1,519,768,16.956399
027118dcd807e59f1e6ed84a,mistral_7b_instruct_v03,SciERC,test,CVPR_2008_258_abs,main,P6,physical,1,1,0.3333333333333333,0.26666666666666666,0.2962962962962963,0.5,0.4,0.4444444444444445,0.0,0.0,0.0,12,15,7,11,1,0.08333333333333333,0,1728,302,55.250031
0277e7d89ee92ada2e7d9b95,qwen3_8b,EBM-NLP,test,24660757,main,P1,physical,1,1,0.0,0.0,0.0,0.36363636363636365,0.4444444444444444,0.39999999999999997,1.0,1.0,1.0,11,9,0,0,0,0.0,0,305,242,5.245495
02815f6bccb06d5e5fad78d5,mistral_7b_instruct_v03,SciERC,test,CVPR_1994_10_abs,ablation,A4,physical,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,8,0,0.0,1,706,768,136.786682
0283e88bc325c9cafaf85344,qwen3_8b,SciERC,test,CVPR_2004_18_abs,ablation,A3,physical,1,1,0.2727272727272727,0.21428571428571427,0.23999999999999996,0.36363636363636365,0.2857142857142857,0.32,0.0,0.0,0.0,11,14,7,10,0,0.0,0,515,492,10.935638
02847cbbb2fcd410cbe7f891,gemma_3_12b_it,EBM-NLP,test,1780092,main,P3,physical,1,1,0.18181818181818182,0.13333333333333333,0.15384615384615383,0.18181818181818182,0.13333333333333333,0.15384615384615383,1.0,1.0,1.0,11,15,0,0,0,0.0,1,399,768,33.25665
0285c821a8a557a8ae372cfe,gemma_3_12b_it,EBM-NLP,test,361799,ablation,A3,physical,1,1,0.4666666666666667,0.4375,0.45161290322580644,0.6,0.5625,0.5806451612903225,1.0,1.0,1.0,15,16,0,0,0,0.0,1,559,768,30.009547
028de48e50d5da52e27ab794,mistral_7b_instruct_v03,EBM-NLP,test,24317958,main,P4,physical,1,1,0.8333333333333334,0.25,0.3846153846153846,1.0,0.3,0.4615384615384615,1.0,1.0,1.0,6,20,0,0,0,0.0,0,726,101,18.029308
0290b45ce20ccc5ceb329124,gemma_3_12b_it,SciERC,test,INTERSPEECH_2007_40_abs,main,P1,physical,1,1,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.0,0.0,11,11,6,1,0,0.0,1,322,768,30.322702
029f172ecdba2b9d2e34c1e1,mistral_7b_instruct_v03,SciER,test,160009536,main,P2,physical,1,1,0.25,0.0196078431372549,0.03636363636363636,0.75,0.058823529411764705,0.10909090909090909,0.0,0.0,0.0,16,204,13,117,6,0.375,0,2765,984,171.937447
02a6ba6fe6f71cfc294a795e,gemma_3_12b_it,SciERC,test,E89-1016,ablation,A2,physical,1,1,0.5714285714285714,0.42105263157894735,0.48484848484848486,0.7142857142857143,0.5263157894736842,0.6060606060606061,0.3333333333333333,0.375,0.35294117647058826,14,19,9,8,0,0.0,1,1212,768,34.233813
02bb5e1660a5b0a19be1e48b,qwen3_8b,EBM-NLP,test,1963383,ablation,A6,physical,1,1,0.3,0.14285714285714285,0.19354838709677416,0.6,0.2857142857142857,0.3870967741935483,1.0,1.0,1.0,10,21,0,0,0,0.0,0,815,240,5.342165
02be50af9cbe72bd89d62ae9,gemma_3_12b_it,SciERC,test,H01-1042,main,P2,physical,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,9,0,0.0,1,506,768,29.758458
02d1e0f05cf7068fb300b079,gemma_3_12b_it,EBM-NLP,test,14763035,ablation,A5,physical,1,1,0.5294117647058824,0.3333333333333333,0.409090909090909,0.8235294117647058,0.5185185185185185,0.6363636363636364,1.0,1.0,1.0,17,27,0,0,0,0.0,1,966,768,33.53353
02d75877afadc8cc1f46d12a,mistral_7b_instruct_v03,EBM-NLP,test,20618920,main,P2,physical,1,1,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.16666666666666666,1.0,1.0,1.0,3,9,0,0,0,0.0,0,412,109,19.430897
02d7981b34641e4b490a48ee,qwen3_8b,EBM-NLP,test,25369243,main,P4,physical,1,1,0.08333333333333333,0.058823529411764705,0.06896551724137931,0.3333333333333333,0.23529411764705882,0.27586206896551724,1.0,1.0,1.0,12,17,0,0,0,0.0,0,526,138,2.584338
02e6dff7e6386c2d92b72016,gemma_3_12b_it,SciER,test,160009536,main,P4,physical,1,1,0.8125,0.19117647058823528,0.30952380952380953,0.8333333333333334,0.19607843137254902,0.31746031746031744,0.1388888888888889,0.042735042735042736,0.06535947712418301,48,204,36,117,3,0.0625,1,2728,2048,165.907801
02e70fd800bd3c693cb40d57,mistral_7b_instruct_v03,SciER,test,210157153,ablation,A2,physical,1,1,0.25,0.011299435028248588,0.02162162162162162,0.875,0.03954802259887006,0.07567567567567568,0.1111111111111111,0.012345679012345678,0.022222222222222223,8,177,9,81,1,0.125,0,3822,601,104.954607
