model_id,dataset,phase,condition,documents,json_valid_mean,json_valid_ci_low,json_valid_ci_high,schema_valid_mean,schema_valid_ci_low,schema_valid_ci_high,entity_exact_f1_mean,entity_exact_f1_ci_low,entity_exact_f1_ci_high,entity_partial_f1_mean,entity_partial_f1_ci_low,entity_partial_f1_ci_high,relation_exact_f1_mean,relation_exact_f1_ci_low,relation_exact_f1_ci_high,hallucinated_entity_rate_mean,hallucinated_entity_rate_ci_low,hallucinated_entity_rate_ci_high,truncated_at_limit_mean,truncated_at_limit_ci_low,truncated_at_limit_ci_high,prompt_tokens_mean,prompt_tokens_ci_low,prompt_tokens_ci_high,output_tokens_mean,output_tokens_ci_low,output_tokens_ci_high,seconds_per_item_in_batch_mean,seconds_per_item_in_batch_ci_low,seconds_per_item_in_batch_ci_high
qwen3_8b,SciER,main,P6,16,1.0,1.0,1.0,0.125,0.0,0.3125,0.025136973361042883,0.0,0.07242584545626297,0.028122047987908554,0.0,0.07242584545626299,0.002808988764044944,0.0,0.008426966292134833,0.0,0.0,0.0,0.875,0.6875,1.0,4710.4375,3868.871875,5661.732812499999,1968.4375,1816.25,2048.0,76.674647,70.5955883453125,80.18366193749999
qwen3_8b,SciERC,ablation,A2,100,1.0,1.0,1.0,0.95,0.91,0.99,0.34006245117946554,0.3084335158257906,0.3740310055744809,0.4035614682133735,0.36710732083439085,0.4392903612663049,0.08127567729198057,0.057741413087083464,0.10444456495150513,0.01333220360015689,0.007484169899036891,0.020197094043306947,0.06,0.02,0.11,1187.02,1175.42,1199.17125,458.59,431.79825,485.33149999999995,9.847696979999997,9.286695551750002,10.409370246000002
qwen3_8b,SciERC,ablation,A3,100,1.0,1.0,1.0,0.76,0.68,0.84,0.266096686376492,0.2261821288869424,0.3030317547957584,0.3134806684081504,0.26826042937457517,0.3558572805574248,0.05757235086080602,0.04008053208185408,0.07567098540710394,0.022185600347365057,0.013146415430974256,0.03239756983212865,0.29,0.2,0.38,569.02,558.1774999999999,581.62525,591.79,562.3874999999999,622.10175,11.82355333,11.163653156249998,12.445000356749999
qwen3_8b,SciERC,ablation,A4,100,1.0,1.0,1.0,0.77,0.69,0.84,0.23321171238249458,0.19886653658137374,0.26802743601857587,0.28572618539235184,0.24528209171818025,0.32780058535786416,0.04531926604527224,0.02874675155855496,0.06318751387071822,0.011997649409414118,0.005718506493506493,0.019572851902998956,0.3,0.21,0.39,541.02,529.26,553.15125,561.67,526.9385,595.072,11.286331209999993,10.580378765250002,11.976541379250005
qwen3_8b,SciERC,ablation,A5,100,1.0,1.0,1.0,0.78,0.69975,0.86,0.2616725093123354,0.2250879567103315,0.29823529426171974,0.30908664524458834,0.26784059704645213,0.3504286635729863,0.05680260896737628,0.0370360943063188,0.07905057674075269,0.013443695193695196,0.005512170121545121,0.023114440073815076,0.3,0.21,0.39,1322.02,1310.70975,1333.0602499999998,613.2,585.5519999999999,640.39075,12.997058280000006,12.3556412175,13.6273395005
qwen3_8b,SciERC,ablation,A6,100,1.0,1.0,1.0,0.69,0.6,0.78,0.2621168640508881,0.21860695768982577,0.30705324411758317,0.3157469490518777,0.26257982652839296,0.3659111460726641,0.0780504509066533,0.05529986298874692,0.1024556517932486,0.012809999640881992,0.005574903038138333,0.021825383807369095,0.44,0.35,0.55,1336.02,1324.7772499999999,1348.2105000000001,662.35,635.605,689.58275,14.175239550000006,13.536548485750002,14.754519684750006
qwen3_8b,SciERC,ablation_alias,A0,100,1.0,1.0,1.0,0.76,0.68,0.84,0.24035639738710907,0.20425065727737673,0.27533243213997044,0.2898349547066783,0.24671684152074247,0.3316255248944249,0.043294594634512525,0.028138752973798906,0.060851348367834436,0.011422882672882672,0.004651357323232323,0.02095892579642579,0.3,0.22,0.4,442.02,429.78950000000003,453.64025,614.74,586.5095,642.6814999999999,12.26197583,11.65147498025,12.878489805249998
qwen3_8b,SciERC,ablation_alias,A1,100,1.0,1.0,1.0,0.99,0.97,1.0,0.36779155568151295,0.33448127104478975,0.40177105878692954,0.4212320025023367,0.38451738605790853,0.45432578038242183,0.07486925666388312,0.05365691332095945,0.0987765081594426,0.015337515099279806,0.008900104119736473,0.022540833439436386,0.07,0.03,0.12,734.02,722.7697499999999,745.37025,384.86,352.7495,417.882,7.91544933,7.250530294999998,8.639492191999997
qwen3_8b,SciERC,main,P1,100,1.0,1.0,1.0,0.75,0.66,0.83,0.24920848007547086,0.2140369249198555,0.28754012960008957,0.2947962411932352,0.2548094724350281,0.33735282999233096,0.055665860052223834,0.036074749920440456,0.07796454769542191,0.021803751803751804,0.012391008297258296,0.03233488455988455,0.29,0.2,0.38,343.02,331.57625,354.9405,603.3,572.9032500000001,631.7952499999999,12.126268150000005,11.549870312500003,12.655745758000004
qwen3_8b,SciERC,main,P2,100,1.0,1.0,1.0,0.81,0.73,0.8802499999999986,0.25050844311843307,0.2148472375554398,0.2870768204398816,0.30412342246878227,0.26368812567570976,0.3424015594752662,0.05283237331402674,0.03480958540206471,0.07340306751525733,0.014620484907249612,0.006527263973771327,0.024641588130007233,0.26,0.18,0.35,387.02,376.08624999999995,399.34074999999996,585.23,555.1485,616.20475,11.662513070000005,11.061338877250003,12.294631655499998
qwen3_8b,SciERC,main,P3,100,1.0,1.0,1.0,0.76,0.67,0.84,0.24035639738710907,0.20494610696608073,0.2753645489469532,0.2898349547066783,0.24615457102794272,0.3303266374786383,0.043294594634512525,0.02703208560725555,0.05951021199508379,0.011422882672882672,0.004241887626262627,0.020535059731934726,0.3,0.21,0.4,442.02,430.27824999999996,453.84049999999996,614.74,586.7162500000001,642.51,12.26197583,11.652886512750003,12.872377573749997
qwen3_8b,SciERC,main,P4,100,1.0,1.0,1.0,0.99,0.97,1.0,0.36779155568151295,0.3349155641204377,0.39978009868264214,0.4212320025023367,0.38725242734376525,0.45516910579697556,0.07486925666388312,0.053784076475034866,0.09629283787640469,0.015337515099279806,0.008806156098803159,0.022628566400919335,0.07,0.02,0.12,734.02,722.6862500000001,746.1105,384.86,354.35850000000005,416.04325,7.91544933,7.2432118954999964,8.645585909249998
qwen3_8b,SciERC,main,P5,100,1.0,1.0,1.0,0.9,0.84,0.95,0.328252578481031,0.2923276710816345,0.3647736547212428,0.3857103974154109,0.34763174563643817,0.4256673213033276,0.0796935489135669,0.057774475672746975,0.1031569240373935,0.014759421134421134,0.007435748626373625,0.02358274815462315,0.25,0.17,0.34,1314.02,1302.8895000000002,1326.2415,585.68,554.597,616.8907499999999,12.407567060000002,11.698768279249997,13.1032356665
qwen3_8b,SciERC,main,P6,100,1.0,1.0,1.0,0.92,0.86,0.97,0.32583408553800025,0.2906249204125184,0.3591754853184176,0.39030721214152275,0.3505108148233751,0.42583845141550486,0.07494052822911047,0.05518255206977049,0.0979856569329956,0.012669341769341771,0.006740092199467199,0.019356803196803184,0.35,0.26,0.45,1461.02,1449.7772499999999,1472.711,637.06,612.21925,661.54725,13.845781130000013,13.234175643750007,14.483011108500003
